,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
160,197003300002,1970,3,30,,0,,217,United States,1,North America,Georgia,Fort Benning,32.3575,-84.95623,1.0,0,,"3/30/1971: A United States soldier threw a firebomb at the military courthouse in Fort Benning, Georgia, United States where the trial of Lt. William Calley was taking place.  Lt. William Calley was on trial for his involvement in the My Lai Massacre.  It is unknown if the attack was successful.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Military courthouse where the trial of Lt. William Calley was held,"Military courthouse, Fort Benning Georgia",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the trial of Lt. William Calley and show sympathy for the defendant,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown from a car,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,"William Greider, ""Calley Pleads for Future Gis,"" Washington Post, March 31, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,Hewitt Project,-9,-9,0,-9,
227,197004250003,1970,4,25,,0,,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,1.0,0,,"4/25/1970: Doughtry Long, a former associate dean of students at the University of Pennsylvania, was arrested for throwing two Molotov cocktails into the Office of Community Relations in the College Hall building at the Philadelphia, United States campus.  There were no casualties and it is unknown whether the building sustained damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,University of Pennsylvania,"Office of Community Relations, College Hall",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the University of Pennsylvania's policies towards minorities,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov Cocktails,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,"Doughtry Long resigned from the University of Pennsylvania two weeks earlier over a dispute involving the distribution of funds  to African American students.  John Hardwick was question by the police about the attack, but never charged.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Ex-College Aide Is Charged In Series Of Fires,"" Baltimore Sun, April 27, 1970.","""Ex-Aide to Dean Accused of Setting Penn Campus Fires,"" New York Times, April 27, 1970.",Hewitt Project,-9,-9,0,-9,
259,197005050002,1970,5,5,,0,,217,United States,1,North America,Idaho,Lewiston,46.404973,-117.009341,1.0,0,,"5/5/1970: Joe Schock, an ex-Marine who served in Vietnam, threw a gasoline firebomb into the National Guard Armory in Lewiston, Idaho, United States.  There were no casualties but twenty-nine military vehicles were destroyed, causing an estimated loss of $250,000.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,National Guard,"National Guard Armory, Lewiston Idaho",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the Vietnam War and the National Guard,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Gasoline firebomb tossed over fence,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),250000.0,Twenty-nine military jeeps and trucks destroyed,0.0,,,,,,,0.0,,,,,,,,,"Joe Schock was captured, but skipped on his bail and escaped to Canada.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Army's Rules Tightly Restrict 'Deadly Force' in Riot Situations,"" New York Times, May 6, 1970.","Jim Kershner, ""Carl Maxey: A Fighting Life,"" University of Washington Press, 2008.",Hewitt Project,-9,-9,0,-9,
291,197005150004,1970,5,15,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1.0,0,Capital Hill Area,"5/15/1970: Larry G. Ward, an African American, was shot and killed by police as he attempted to bomb the Hardcastle Realty office in Seattle, Washington, United States.  The real estate office was the target of a bombing a month earlier.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,Hardcastle Realty,"Hardcastle Realty, Seattle",217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Three sticks of dynamite taped to a fuse and blasting cap,1.0,1.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Police received intelligence that the realty office would be attacked and two officers were waiting at the scene.  Ward succeeded in lighting the fuse, but the bomb failed to ignite.  Hardcastle realty was previously bombed in attack 197004190002.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Public Service Strikes Hit San Diego,"" Washington Post, May 16, 1970.",,Hewitt Project,-9,-9,0,-9,
314,197005290005,1970,5,29,"May 27 - June 5, 1970",0,,217,United States,1,North America,California,San Diego,32.715695,-117.161719,1.0,1,Pacific Ocean,"5/29/1970:  William F. Passmore a sailor on the Vietnam bound Navy Destroyer USS Richard B. Anderson sabotaged one of the engines of the ship by dropping nuts and bolts into the gears.  The ship returned to the United States and it took $231,000 to repair.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,32.0,Military Maritime,US Navy,USS Richard B. Anderson,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To prevent soldiers from being deployed to fight in the Vietnam War,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,"Nuts, bolts, and other metallic objects placed in the gears",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),231000.0,One of two engines damaged,0.0,,,,,,,0.0,,,,,,,,,"The USS Richard B. Anderson departed from San Diego on May 27 and the act of sabotage occurred shortly there after.  Originally, three sailors were accused of sabotaging the ship.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Around the Nation: Sabotage,"" Washington Post, August 24, 1970.","""3 Sailors Held In Damage To Viet-Bound Destroyer,"" Baltimore Sun, June 15, 1970.",Hewitt Project,-9,-9,0,-9,
354,197006180002,1970,6,18,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,Manhattan,"6/18/1970: While New York City Firemen were fighting a blaze in a Manhattan, United States tenement, an unknown perpetrator threw a Molotov cocktail into the hose bed of the fire truck.  The attack injured one fireman and another fireman suffered a heart attack.  Officials were unsure whether the fire at the tenement was set to trap the firemen or if the truck was attacked because it was a 'target of opportunity.'",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,13,Other,64.0,Fire Fighter/Truck,New York Fire Department,,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1.0,,,0,1.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,Fireman Sam Panasci injured himself while trying to extinguish the incendiary and fireman Waverly Howard suffered a heart attack during the incident.  It is unknown whether the fire truck sustained damages.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Homer Bigart, ""Fire Truck Is Fire-Bombed During Blaze in Tenement,"" New York Times, June 19, 1970.",,Hewitt Project,-9,-9,0,-9,
363,197006250001,1970,6,25,,0,,217,United States,1,North America,Texas,Longview,32.50064,-94.741075,1.0,0,,"6/25/1970: Fred Loyd Hayes bombed a house purchased by an African American woman in a White neighborhood in Longview, Texas, United States.  There were no casualties and it is unknown what damages the house sustained.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,African American owned house in a white neighborhood in Longview Texas,,217.0,United States,,,,,,,,,,,,,,,,,White supremacists/nationalists,,,,,,To protest African Americans from moving into  a white neighborhood in Longview Texas,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,0.0,,,,,,,,,Hayes was also found guilty of bombing school buses in order to prevent the desegregation of the Longview School District (197007040003).,"""United States of America, Plaintiff-Appellee, v. Fred Loyd Hayes and Kenneth Ray McMaster, Defendants-Appellants,"" No. 71-1165 ,United States Court of Appeals, Fifth Circuit, July 14, 1971. <http://bulk.resource.org/courts.gov/c/F2/444/444.F2d.472.71-1165_1.html?",,,Hewitt Project,-9,-9,0,-9,
387,197007020006,1970,7,2,,0,,217,United States,1,North America,California,Compton,33.895285,-118.224329,1.0,0,One hundred feet from police station,"7/2/1970: Tommy L. Harper, an African American, was killed when a bomb that he was carrying prematurely exploded when he was one hundred feet away from the Compton Police Station in California, United States.  It is suspected that he was attempting to bomb the police station.  Windows were shattered at a building and automobile that were in the vicinity of the explosion.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Compton Police Department,Compton Police Station,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,A makeshift bomb connected to a clock device,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Windows of an automobile in the area and the windows of an adjacent building were shattered,0.0,,,,,,,0.0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Carrier of Bomb Blown To Pieces in California,"" Washington Post, July 3, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
391,197007040002,1970,7,4,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,Brooklyn,"7/4/1970: Gerard Malloy tossed a Molotov cocktail at an Army truck stationed at Fort Hamilton in New York, United States.  There were no casualties but the vehicle was badly damaged.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),US Army,"Army truck stationed at Fort Hamilton, New York",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the Vietnam War,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Army truck heavily damaged,0.0,,,,,,,0.0,,,,,,,,,The vehicle was a 1967 Ford panel truck.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Brooklyn Man Is Arrested On a Fire-Bombing Charge,"" New York Times, July 5, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
439,197007300002,1970,7,30,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1.0,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,"Power Lines, Illinois central railroad",217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,0.0,,,0,1.0,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
452,197008060004,1970,8,6,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1.0,0,Intersection of Santa Clara Street and 11th Street,"8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,San Jose Police Department,San Jose police officer,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Six shots fired,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,Four shots hit officer Huerta,0.0,,,,,,,0.0,,,,,,,,,"Emile Thompson claimed that he carried out the attack to get back at the 'pigs' who had harassed him, noting that Officer Huerta represented all 'pigs.'  In 1970, there were two other police officers murdered by suspected Black Nationalists in the Northern California area while they were making traffic stops (197008200003 and 197006190004).","Betty Barnacle, ""Chief Opposes Parole for Cop Killer,"" Mercury News, June 4, 1995.","""Young Policeman Slain In Berkeley,"" New York Times, August 21, 1970.","""SJPD Fallen Officers: Officer Richard E. Huerta,"" San Jose Police Department, 2010. <http://www.sjpd.org/InsideSJPD/Fallen/Huerta.html>",Hewitt Project,-9,-9,0,-9,
471,197008220001,1970,8,22,,0,,217,United States,1,North America,Minnesota,St. Paul,44.943829,-93.093326,1.0,0,Restroom,"8/22/1970: Gary Hogan, a suspected member of the Black Panthers Party, placed two time bombs in Dayton's Department Store in St. Paul, Minnesota, United States.  The first bomb detonated severely injuring one woman and causing damages to the restroom.  The second bomb, ten times more powerful that the first, was discovered and disarmed outside of the restroom by police.  It is believed that the second bomb was intended to kill police officers responding to the scene of the first bomb.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,St. Paul Police Department,St. Paul Police Officers responding to a bombing,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,One time bomb consisting of two sticks of dynamite and another time bomb consisting of twenty sticks of dynamite,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,Restroom damaged,0.0,,,,,,,0.0,,,,,,,,,"Mary Peek was seriously injured but would survive her wounds.  Following the bombing, there were many bomb threats in St. Paul and Minneapolis.  Gary Hogan would also be convicted for planting a diversionary bomb as part of an attempted robbery of the First Grand Avenue Bank in St. Paul ten days later.","Nick Coleman, ""Knowing My Place: The Victim of 8/22,"" St. Paul Pioneer Press, September 1, 2002.","""Woman Injured By Bomb Blast In Minnesota,"" Baltimore Sun, August 24, 1970.","""Bomb Blast Injured Minneapolis Shopper,"" Schenectady Gazette, August 24, 1970.",Hewitt Project,0,0,0,0,
500,197009050001,1970,9,5,,0,,217,United States,1,North America,Iowa,DeWitt,41.82277,-90.538969,1.0,0,,"9/5/1970: Don Clayton McMain threw a hand grenade simulator into the DeWitt Police Station in DeWitt, Iowa, United States.  Two police officers were injured and the building sustained minor damages.",1,1,1,1,2.0,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",DeWitt Police Department,DeWitt Police Station,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,Hand Grenade Simulator,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),,Damaged front door and scorched floor,0.0,,,,,,,0.0,,,,,,,,,"Police officers Harry Roeder and Ben Burken, stationed in the rear of the police station, were injured in the bombing.  Authorities were unsure of the motive behind the attack.","""Bomb Rocks Manson Trial Building,"" New York Times, September 6, 1970.","""2 Hurt As Explosion Rips Police Station,"" Baltimore Sun, September 6, 1970.","""Two Hurt In Bomb Explosion,"" Herald-Journal, September 6, 1970.",Hewitt Project,-9,-9,0,-9,
518,197009180002,1970,9,18,,0,,217,United States,1,North America,Ohio,Toledo,41.67086,-83.543846,1.0,0,Dorr Street,"9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Toledo Police Department,Toledo Police officer stationed outside of the Black Panther Party Headquarters,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1.0,,,0,1.0,0.0,0.0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Silver handgun fired three times,1.0,1.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Following the attack there was a gunfight between the Toledo Police and Black Panthers.  The Police raided the headquarters of the Black Panther party an hour after the incident which directly led to the demise of the BPP within Toledo.  John McClellan was accused of carrying out the attack, but after three trials, two of which resulted in hung juries, he was acquitted.","Agis Salpukas, ""A Toledo Policeman Is Shot Dead in Patrol Car,"" New York Times, September 19, 1970.","Joshua Boak, ""After 36 Years, Slain Officer's Daughter Feels Loss,"" Toledo Blade, February 22, 2007.","""Bloody Chapters Added To Panther Saga,"" Afro-American, September 26, 1970.",Hewitt Project,0,0,0,0,
598,197011120002,1970,11,12,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1.0,0,,"11/12/1970: An unknown perpetrator, described as long-haired and bearded, threw three firebombs at the West Side Selective Service office in Chicago, Illinois, United States.  There were no casualties but one of the firebombs smashed through the window causing minor damage to the building.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Selective Service,"West Side Selective Service Office, Chicago Illinois",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0.0,,,0,1.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Three brown bottles containing an unknown substance thrown at the building,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Minor damage to the office,0.0,,,,,,,0.0,,,,,,,,,One of the firebombs exploded at the rear of the building.,"""Draft Office Fire Bombed,"" New York Times, November 13, 1970.","""Draft Office Is Firebombed In Chicago,"" Washington Post, November 13, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
615,197011220002,1970,11,22,,0,,217,United States,1,North America,Florida,St. Petersburg,27.771185,-82.639319,1.0,0,,"11/22/1970: John Allen Brown placed a high explosive bomb within the vicinity of the Shore Acre-Snell Isle area of St. Petersburg, Florida, United States.  The bomb failed to explode due to a timing malfunction.  Police believed that Brown might have bombed a police car in St. Petersburg four days earlier.",1,1,1,1,2.0,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,,,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,High explosive bomb with a timing mechanism,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Police believed that the perpetrator of the attack, John Allen Brown, could have been Mongoose, the individual who firebombed a police car in St. Petersburg four days earlier (197011180001).  The authorities did not release the exact location of where the bomb was discovered.  However, they did say that it would have caused considerable damage.","""Bomb Plant Probed,"" Evening Independent, November 23, 1970.",,,Hewitt Project,-9,-9,0,-9,
642,197012220001,1970,12,22,,0,,217,United States,1,North America,Wisconsin,Whitefish Bay,43.113655,-87.900289,1.0,0,1225 East Henry Clay Street,"12/22/1970: A revolutionary leftist bombed National Guard trucks stationed at the Whitefish Bay Armory in Whitefish Bay, Wisconsin, United States.  One truck was damaged but the resulting fire was extinguished before it had a chance to spread to the thirty other vehicles parked at the lot.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),National Guard Armory,Trucks at the Whitefish Bay Armory,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the national guard and the US military,0.0,,,0,1.0,-99.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,Four inch pipe bomb connected to a watch,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Ten inch hole in the top of the gas tank,0.0,,,,,,,0.0,,,,,,,,,"The bomb went off at 1:30 AM.  The perpetrator cut through a fence to sneak into the facilities.  The bomb was placed above the gas tank of the truck, but the tank did not explode.  However, some fuel did catch on fire.  This was one of many bombings and attempted bombings that took place in the Milwaukee Wisconsin area during a five month period. (197010280002, 197007220002, 197009040004, 197006290002, 197007000001, 197008050001, and 197007210004).","Alex P. Dobish, ""Bay Bomb Suspect Leaves Footprints,"" Milwaukee Journal, December 22, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,Hewitt Project,-9,-9,0,-9,
669,197101150004,1971,1,15,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,The Bronx,"1/15/1971: In a series of related incidents, an unknown perpetrator bombed a Marine Recruiting Station located in the National Bronx Bank Building in the Bronx, New York, United States.  Two people were injured and the bomb caused minor damage.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,4,Military,28.0,Military Recruiting Station/Academy,Marine Recruiting Station,Marine Recruiting Station housed in the National Bronx Bank Building,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the US Military,0.0,,,0,1.0,-99.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,Pipe bomb placed in a shopping bag,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),,Slight damage to the recruiting station,0.0,,,,,,,0.0,,,,,,,,,This is part of a multiple attack with 197101150005.  The bomb exploded at 11:00 AM.  The two people injured were Sgt. Leonard Godfrey and Pedro Torres.  Godfrey stated that he noticed a man place a shopping bag at the station which eventually blew up.,"""2 Recruiting Stations Bombed in N.Y.,"" Washington Post, January 16, 1971.","""N.Y. Police Curtail Work In Protest Over Pay Issue,"" Baltimore Sun, January 16, 1971.","""Bombs Hit N.Y. Offices of Military,"" Afro-American, January 19, 1971.",Hewitt Project,-9,-9,0,-9,"197101150004, 197101150005"
681,197101240002,1971,1,24,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1.0,0,Manhattan,"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,New York Police Department,Indiscriminate New York policeman,217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,To kill police,0.0,,,0,1.0,0.0,1.0,3.0,Call (pre-incident),,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,1.0,1.0,1.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"The police officer recovered from his stab wounds.  Josh Smith, a man purporting to be from the Black Liberation Army, called New York Channel 7 after the incident claiming that ""no longer will the pig hatchet men plant their heels on our people.""  He stated that the next two people to be targeted would be the commissioner and deputy commissioner of the New York Police Department.","Robert Daley, ""Target Blue,"" Delacorte Press, 1973.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,0,0,0,0,
710,197102100003,1971,2,10,,0,,217,United States,1,North America,Ohio,Akron,41.084195,-81.514059,1.0,0,Placed on front porch,"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68.0,Named Civilian,Newspaper publisher,Home of Ben Maidenburg,217.0,United States,1.0,Business,,,Akron Beacon Journal,Home of the publisher of the Akron Beacon Journal,217.0,United States,,,,,,,,,Neo-Nazi extremists,,,,,,To protest the reporting of the Akron Beacon Journal,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Four sticks of dynamite connected to a clock,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,The bomb was set to detonate at 8:30 PM but was discovered four hours earlier.  Charles Lawrence was an organizer for the National Socialist White People's Party.  Ben Maidenburg's house was bombed seven months earlier by an unknown perpetrator (197007040004).,"""Neo-Nazi Accused of Placing Bomb at Publisher's Home,"" New York Times, March 18, 1971.","""Bomb Left At Home of Publisher,"" Washington Post, February 12, 1971.","""Arrest Follows Kidnap Threat To Publisher,"" Sarasota Herald-Tribune, March 6, 1974.",Hewitt Project,-9,-9,0,-9,
